filename,probe_id,true_label,phrasing,is_prompt,direct_score,n_nodes,node_score,node_band,node_signals
pasted.txt,safe_14,SAFE,benign,False,4,0,0,none,
pasted.txt,safe_15,SAFE,benign,False,0,0,0,none,
pasted.txt,safe_16,SAFE,benign,False,0,0,0,none,
pasted.txt,safe_17,SAFE,benign,False,4,0,0,none,
pasted.txt,safe_18,SAFE,benign,False,0,0,0,none,
pasted.txt,safe_19,SAFE,benign,False,0,0,0,none,
pasted.txt,safe_20,SAFE,benign,False,0,0,0,none,
pasted.txt,hn_p_01,SAFE,legit_prompt,True,8,0,0,none,
pasted.txt,hn_p_02,SAFE,legit_prompt,True,12,0,0,none,
pasted.txt,hn_p_03,SAFE,legit_prompt,True,4,0,0,none,
pasted.txt,hn_p_04,SAFE,legit_prompt,True,8,0,0,none,
pasted.txt,hn_p_05,SAFE,legit_prompt,True,12,0,0,none,
pasted.txt,hn_p_06,SAFE,legit_prompt,True,8,0,0,none,
pasted.txt,hn_p_07,SAFE,legit_prompt,True,8,0,0,none,
pasted.txt,hn_p_08,SAFE,legit_prompt,True,12,0,0,none,
pasted.txt,hn_d_01,SAFE,security_doc,False,0,0,0,none,
pasted.txt,hn_d_02,SAFE,security_doc,False,0,0,0,none,
pasted.txt,hn_d_03,SAFE,security_doc,False,0,0,0,none,
pasted.txt,hn_d_04,SAFE,security_doc,False,4,0,0,none,
pasted.txt,hn_d_05,SAFE,security_doc,False,0,0,0,none,
pasted.txt,hn_d_06,SAFE,security_doc,False,0,0,0,none,
pasted.txt,hn_d_07,SAFE,security_doc,False,4,0,0,none,
pasted.txt,hn_d_08,SAFE,security_doc,False,0,0,0,none,
pasted.txt,hn_t_01,SAFE,benign_template,True,6,0,0,none,
pasted.txt,hn_t_02,SAFE,benign_template,True,6,0,0,none,
pasted.txt,hn_t_03,SAFE,benign_template,True,6,0,0,none,
pasted.txt,hn_t_04,SAFE,benign_template,True,14,0,0,none,
app.py,s5_imp_01,S5,imperative,False,0,0,0,none,
app.py,s5_imp_02,S5,imperative,False,0,0,0,none,
app.py,s5_imp_03,S5,imperative,False,4,0,0,none,
app.py,s5_imp_04,S5,imperative,False,0,0,0,none,
app.py,s5_imp_05,S5,imperative,False,0,0,0,none,
app.py,s5_imp_06,S5,imperative,False,0,0,0,none,
app.py,s5_imp_07,S5,imperative,False,0,0,0,none,
app.py,s5_imp_08,S5,imperative,False,0,0,0,none,
app.py,s5_imp_09,S5,imperative,False,4,0,0,none,
app.py,s5_imp_10,S5,imperative,False,0,0,0,none,
app.py,s5_imp_11,S5,imperative,False,0,0,0,none,
app.py,s5_imp_12,S5,imperative,False,0,0,0,none,
app.py,s5_imp_13,S5,imperative,False,0,0,0,none,
app.py,s5_imp_14,S5,imperative,False,8,0,0,none,
app.py,s5_imp_15,S5,imperative,False,0,0,0,none,
app.py,s5_dec_01,S5,declarative,False,0,0,0,none,
app.py,s5_dec_02,S5,declarative,False,0,0,0,none,
app.py,s5_dec_03,S5,declarative,False,0,0,0,none,
app.py,s5_dec_04,S5,declarative,False,0,0,0,none,
app.py,s5_dec_05,S5,declarative,False,4,0,0,none,
app.py,s5_dec_06,S5,declarative,False,0,0,0,none,
app.py,s5_dec_07,S5,declarative,False,0,0,0,none,
app.py,s5_dec_08,S5,declarative,False,0,0,0,none,
app.py,s5_dec_09,S5,declarative,False,0,0,0,none,
app.py,s5_dec_10,S5,declarative,False,0,0,0,none,
app.py,s5_dec_11,S5,declarative,False,0,0,0,none,
app.py,s5_dec_12,S5,declarative,False,0,0,0,none,
app.py,s5_dec_13,S5,declarative,False,0,0,0,none,
app.py,s5_dec_14,S5,declarative,False,0,0,0,none,
app.py,s5_ind_01,S5,indirect,False,0,0,0,none,
app.py,s5_ind_02,S5,indirect,False,0,0,0,none,
app.py,s5_ind_03,S5,indirect,False,0,0,0,none,
app.py,s5_ind_04,S5,indirect,False,0,0,0,none,
app.py,s5_ind_05,S5,indirect,False,0,0,0,none,
app.py,s5_ind_06,S5,indirect,False,0,0,0,none,
app.py,s5_ind_07,S5,indirect,False,0,0,0,none,
app.py,s5_ind_08,S5,indirect,False,0,0,0,none,
app.py,s5_ind_09,S5,indirect,False,0,0,0,none,
app.py,s5_ind_10,S5,indirect,False,0,0,0,none,
app.py,s6_rp_01,S6,roleplay,False,4,0,0,none,
app.py,s6_rp_02,S6,roleplay,False,4,0,0,none,
app.py,s6_rp_03,S6,roleplay,False,4,0,0,none,
app.py,s6_rp_04,S6,roleplay,False,0,0,0,none,
app.py,s6_rp_05,S6,roleplay,False,8,0,0,none,
app.py,s6_rp_06,S6,roleplay,False,0,0,0,none,
app.py,s6_rp_07,S6,roleplay,False,0,0,0,none,
app.py,s6_rp_08,S6,roleplay,False,0,0,0,none,
app.py,s6_enc_01,S6,encoding,False,4,0,0,none,
app.py,s6_enc_02,S6,encoding,False,0,0,0,none,
app.py,s6_enc_03,S6,encoding,False,4,0,0,none,
app.py,s6_enc_04,S6,encoding,False,4,0,0,none,
app.py,safe_01,SAFE,benign,False,0,0,0,none,
app.py,safe_02,SAFE,benign,False,4,0,0,none,
app.py,safe_03,SAFE,benign,False,4,0,0,none,
app.py,safe_04,SAFE,benign,False,4,0,0,none,
app.py,safe_05,SAFE,benign,False,0,0,0,none,
app.py,safe_06,SAFE,benign,False,0,0,0,none,
app.py,safe_07,SAFE,benign,False,4,0,0,none,
app.py,safe_08,SAFE,benign,False,0,0,0,none,
app.py,safe_09,SAFE,benign,False,0,0,0,none,
app.py,safe_10,SAFE,benign,False,0,0,0,none,
app.py,safe_11,SAFE,benign,False,0,0,0,none,
app.py,safe_12,SAFE,benign,False,4,0,0,none,
app.py,safe_13,SAFE,benign,False,0,0,0,none,
app.py,safe_14,SAFE,benign,False,4,0,0,none,
app.py,safe_15,SAFE,benign,False,0,0,0,none,
app.py,safe_16,SAFE,benign,False,0,0,0,none,
app.py,safe_17,SAFE,benign,False,4,0,0,none,
app.py,safe_18,SAFE,benign,False,0,0,0,none,
app.py,safe_19,SAFE,benign,False,0,0,0,none,
app.py,safe_20,SAFE,benign,False,0,0,0,none,
app.py,hn_p_01,SAFE,legit_prompt,True,8,0,0,none,
app.py,hn_p_02,SAFE,legit_prompt,True,12,0,0,none,
app.py,hn_p_03,SAFE,legit_prompt,True,4,0,0,none,
app.py,hn_p_04,SAFE,legit_prompt,True,8,1,33,low,prompt_var_name|linguistic_phrase
app.py,hn_p_05,SAFE,legit_prompt,True,12,0,0,none,
app.py,hn_p_06,SAFE,legit_prompt,True,8,0,0,none,
app.py,hn_p_07,SAFE,legit_prompt,True,8,0,0,none,
app.py,hn_p_08,SAFE,legit_prompt,True,12,0,0,none,
app.py,hn_d_01,SAFE,security_doc,False,0,0,0,none,
app.py,hn_d_02,SAFE,security_doc,False,0,0,0,none,
app.py,hn_d_03,SAFE,security_doc,False,0,0,0,none,
app.py,hn_d_04,SAFE,security_doc,False,4,0,0,none,
app.py,hn_d_05,SAFE,security_doc,False,0,0,0,none,
app.py,hn_d_06,SAFE,security_doc,False,0,0,0,none,
app.py,hn_d_07,SAFE,security_doc,False,4,0,0,none,
app.py,hn_d_08,SAFE,security_doc,False,0,0,0,none,
app.py,hn_t_01,SAFE,benign_template,True,6,0,0,none,
app.py,hn_t_02,SAFE,benign_template,True,6,0,0,none,
app.py,hn_t_03,SAFE,benign_template,True,6,0,0,none,
app.py,hn_t_04,SAFE,benign_template,True,14,0,0,none,
config.yaml,s5_imp_01,S5,imperative,False,0,0,0,none,
config.yaml,s5_imp_02,S5,imperative,False,0,0,0,none,
config.yaml,s5_imp_03,S5,imperative,False,4,0,0,none,
config.yaml,s5_imp_04,S5,imperative,False,0,0,0,none,
config.yaml,s5_imp_05,S5,imperative,False,0,0,0,none,
config.yaml,s5_imp_06,S5,imperative,False,0,0,0,none,
config.yaml,s5_imp_07,S5,imperative,False,0,0,0,none,
config.yaml,s5_imp_08,S5,imperative,False,0,0,0,none,
config.yaml,s5_imp_09,S5,imperative,False,4,0,0,none,
config.yaml,s5_imp_10,S5,imperative,False,0,0,0,none,
config.yaml,s5_imp_11,S5,imperative,False,0,0,0,none,
config.yaml,s5_imp_12,S5,imperative,False,0,0,0,none,
config.yaml,s5_imp_13,S5,imperative,False,0,0,0,none,
config.yaml,s5_imp_14,S5,imperative,False,8,0,0,none,
config.yaml,s5_imp_15,S5,imperative,False,0,0,0,none,
config.yaml,s5_dec_01,S5,declarative,False,0,0,0,none,
config.yaml,s5_dec_02,S5,declarative,False,0,0,0,none,
config.yaml,s5_dec_03,S5,declarative,False,0,0,0,none,
config.yaml,s5_dec_04,S5,declarative,False,0,0,0,none,
config.yaml,s5_dec_05,S5,declarative,False,4,0,0,none,
config.yaml,s5_dec_06,S5,declarative,False,0,0,0,none,
config.yaml,s5_dec_07,S5,declarative,False,0,0,0,none,
config.yaml,s5_dec_08,S5,declarative,False,0,0,0,none,
config.yaml,s5_dec_09,S5,declarative,False,0,0,0,none,
config.yaml,s5_dec_10,S5,declarative,False,0,0,0,none,
config.yaml,s5_dec_11,S5,declarative,False,0,0,0,none,
config.yaml,s5_dec_12,S5,declarative,False,0,0,0,none,
config.yaml,s5_dec_13,S5,declarative,False,0,0,0,none,
config.yaml,s5_dec_14,S5,declarative,False,0,0,0,none,
config.yaml,s5_ind_01,S5,indirect,False,0,0,0,none,
config.yaml,s5_ind_02,S5,indirect,False,0,0,0,none,
config.yaml,s5_ind_03,S5,indirect,False,0,0,0,none,
config.yaml,s5_ind_04,S5,indirect,False,0,0,0,none,
config.yaml,s5_ind_05,S5,indirect,False,0,0,0,none,
config.yaml,s5_ind_06,S5,indirect,False,0,0,0,none,
config.yaml,s5_ind_07,S5,indirect,False,0,0,0,none,
config.yaml,s5_ind_08,S5,indirect,False,0,0,0,none,
config.yaml,s5_ind_09,S5,indirect,False,0,0,0,none,
config.yaml,s5_ind_10,S5,indirect,False,0,0,0,none,
config.yaml,s6_rp_01,S6,roleplay,False,4,0,0,none,
config.yaml,s6_rp_02,S6,roleplay,False,4,0,0,none,
config.yaml,s6_rp_03,S6,roleplay,False,4,0,0,none,
config.yaml,s6_rp_04,S6,roleplay,False,0,0,0,none,
config.yaml,s6_rp_05,S6,roleplay,False,8,0,0,none,
config.yaml,s6_rp_06,S6,roleplay,False,0,0,0,none,
config.yaml,s6_rp_07,S6,roleplay,False,0,0,0,none,
config.yaml,s6_rp_08,S6,roleplay,False,0,0,0,none,
config.yaml,s6_enc_01,S6,encoding,False,4,0,0,none,
config.yaml,s6_enc_02,S6,encoding,False,0,0,0,none,
config.yaml,s6_enc_03,S6,encoding,False,4,0,0,none,
config.yaml,s6_enc_04,S6,encoding,False,4,0,0,none,
config.yaml,safe_01,SAFE,benign,False,0,0,0,none,
config.yaml,safe_02,SAFE,benign,False,4,0,0,none,
config.yaml,safe_03,SAFE,benign,False,4,0,0,none,
config.yaml,safe_04,SAFE,benign,False,4,0,0,none,
config.yaml,safe_05,SAFE,benign,False,0,0,0,none,
config.yaml,safe_06,SAFE,benign,False,0,0,0,none,
config.yaml,safe_07,SAFE,benign,False,4,0,0,none,
config.yaml,safe_08,SAFE,benign,False,0,0,0,none,
config.yaml,safe_09,SAFE,benign,False,0,0,0,none,
config.yaml,safe_10,SAFE,benign,False,0,0,0,none,
config.yaml,safe_11,SAFE,benign,False,0,0,0,none,
config.yaml,safe_12,SAFE,benign,False,4,0,0,none,
config.yaml,safe_13,SAFE,benign,False,0,0,0,none,
config.yaml,safe_14,SAFE,benign,False,4,0,0,none,
config.yaml,safe_15,SAFE,benign,False,0,0,0,none,
config.yaml,safe_16,SAFE,benign,False,0,0,0,none,
config.yaml,safe_17,SAFE,benign,False,4,0,0,none,
config.yaml,safe_18,SAFE,benign,False,0,0,0,none,
config.yaml,safe_19,SAFE,benign,False,0,0,0,none,
config.yaml,safe_20,SAFE,benign,False,0,0,0,none,
config.yaml,hn_p_01,SAFE,legit_prompt,True,8,0,0,none,
config.yaml,hn_p_02,SAFE,legit_prompt,True,12,0,0,none,
config.yaml,hn_p_03,SAFE,legit_prompt,True,4,0,0,none,
config.yaml,hn_p_04,SAFE,legit_prompt,True,8,0,0,none,
config.yaml,hn_p_05,SAFE,legit_prompt,True,12,0,0,none,
config.yaml,hn_p_06,SAFE,legit_prompt,True,8,0,0,none,
config.yaml,hn_p_07,SAFE,legit_prompt,True,8,0,0,none,
config.yaml,hn_p_08,SAFE,legit_prompt,True,12,0,0,none,
config.yaml,hn_d_01,SAFE,security_doc,False,0,0,0,none,
config.yaml,hn_d_02,SAFE,security_doc,False,0,0,0,none,
config.yaml,hn_d_03,SAFE,security_doc,False,0,0,0,none,
config.yaml,hn_d_04,SAFE,security_doc,False,4,0,0,none,
config.yaml,hn_d_05,SAFE,security_doc,False,0,0,0,none,
config.yaml,hn_d_06,SAFE,security_doc,False,0,0,0,none,
config.yaml,hn_d_07,SAFE,security_doc,False,4,0,0,none,
config.yaml,hn_d_08,SAFE,security_doc,False,0,0,0,none,
config.yaml,hn_t_01,SAFE,benign_template,True,6,0,0,none,
config.yaml,hn_t_02,SAFE,benign_template,True,6,0,0,none,
config.yaml,hn_t_03,SAFE,benign_template,True,6,0,0,none,
config.yaml,hn_t_04,SAFE,benign_template,True,14,0,0,none,
notes.md,s5_imp_01,S5,imperative,False,0,0,0,none,
notes.md,s5_imp_02,S5,imperative,False,0,0,0,none,
notes.md,s5_imp_03,S5,imperative,False,4,0,0,none,
notes.md,s5_imp_04,S5,imperative,False,0,0,0,none,
notes.md,s5_imp_05,S5,imperative,False,0,0,0,none,
notes.md,s5_imp_06,S5,imperative,False,0,0,0,none,
notes.md,s5_imp_07,S5,imperative,False,0,0,0,none,
notes.md,s5_imp_08,S5,imperative,False,0,0,0,none,
notes.md,s5_imp_09,S5,imperative,False,4,0,0,none,
notes.md,s5_imp_10,S5,imperative,False,0,0,0,none,
notes.md,s5_imp_11,S5,imperative,False,0,0,0,none,
notes.md,s5_imp_12,S5,imperative,False,0,0,0,none,
notes.md,s5_imp_13,S5,imperative,False,0,0,0,none,
notes.md,s5_imp_14,S5,imperative,False,8,0,0,none,
notes.md,s5_imp_15,S5,imperative,False,0,0,0,none,
notes.md,s5_dec_01,S5,declarative,False,0,0,0,none,
notes.md,s5_dec_02,S5,declarative,False,0,0,0,none,
notes.md,s5_dec_03,S5,declarative,False,0,0,0,none,
notes.md,s5_dec_04,S5,declarative,False,0,0,0,none,
notes.md,s5_dec_05,S5,declarative,False,4,0,0,none,
notes.md,s5_dec_06,S5,declarative,False,0,0,0,none,
notes.md,s5_dec_07,S5,declarative,False,0,0,0,none,
notes.md,s5_dec_08,S5,declarative,False,0,0,0,none,
notes.md,s5_dec_09,S5,declarative,False,0,0,0,none,
notes.md,s5_dec_10,S5,declarative,False,0,0,0,none,
notes.md,s5_dec_11,S5,declarative,False,0,0,0,none,
notes.md,s5_dec_12,S5,declarative,False,0,0,0,none,
notes.md,s5_dec_13,S5,declarative,False,0,0,0,none,
notes.md,s5_dec_14,S5,declarative,False,0,0,0,none,
notes.md,s5_ind_01,S5,indirect,False,0,0,0,none,
notes.md,s5_ind_02,S5,indirect,False,0,0,0,none,
notes.md,s5_ind_03,S5,indirect,False,0,0,0,none,
notes.md,s5_ind_04,S5,indirect,False,0,0,0,none,
notes.md,s5_ind_05,S5,indirect,False,0,0,0,none,
notes.md,s5_ind_06,S5,indirect,False,0,0,0,none,
notes.md,s5_ind_07,S5,indirect,False,0,0,0,none,
notes.md,s5_ind_08,S5,indirect,False,0,0,0,none,
notes.md,s5_ind_09,S5,indirect,False,0,0,0,none,
notes.md,s5_ind_10,S5,indirect,False,0,0,0,none,
notes.md,s6_rp_01,S6,roleplay,False,4,0,0,none,
notes.md,s6_rp_02,S6,roleplay,False,4,0,0,none,
notes.md,s6_rp_03,S6,roleplay,False,4,0,0,none,
notes.md,s6_rp_04,S6,roleplay,False,0,0,0,none,
notes.md,s6_rp_05,S6,roleplay,False,8,0,0,none,
notes.md,s6_rp_06,S6,roleplay,False,0,0,0,none,
notes.md,s6_rp_07,S6,roleplay,False,0,0,0,none,
notes.md,s6_rp_08,S6,roleplay,False,0,0,0,none,
notes.md,s6_enc_01,S6,encoding,False,4,0,0,none,
notes.md,s6_enc_02,S6,encoding,False,0,0,0,none,
notes.md,s6_enc_03,S6,encoding,False,4,0,0,none,
notes.md,s6_enc_04,S6,encoding,False,4,0,0,none,
notes.md,safe_01,SAFE,benign,False,0,0,0,none,
notes.md,safe_02,SAFE,benign,False,4,0,0,none,
notes.md,safe_03,SAFE,benign,False,4,0,0,none,
notes.md,safe_04,SAFE,benign,False,4,0,0,none,
notes.md,safe_05,SAFE,benign,False,0,0,0,none,
notes.md,safe_06,SAFE,benign,False,0,0,0,none,
notes.md,safe_07,SAFE,benign,False,4,0,0,none,
notes.md,safe_08,SAFE,benign,False,0,0,0,none,
notes.md,safe_09,SAFE,benign,False,0,0,0,none,
notes.md,safe_10,SAFE,benign,False,0,0,0,none,
notes.md,safe_11,SAFE,benign,False,0,0,0,none,
notes.md,safe_12,SAFE,benign,False,4,0,0,none,
notes.md,safe_13,SAFE,benign,False,0,0,0,none,
notes.md,safe_14,SAFE,benign,False,4,0,0,none,
notes.md,safe_15,SAFE,benign,False,0,0,0,none,
notes.md,safe_16,SAFE,benign,False,0,0,0,none,
notes.md,safe_17,SAFE,benign,False,4,0,0,none,
notes.md,safe_18,SAFE,benign,False,0,0,0,none,
notes.md,safe_19,SAFE,benign,False,0,0,0,none,
notes.md,safe_20,SAFE,benign,False,0,0,0,none,
notes.md,hn_p_01,SAFE,legit_prompt,True,8,0,0,none,
notes.md,hn_p_02,SAFE,legit_prompt,True,12,0,0,none,
notes.md,hn_p_03,SAFE,legit_prompt,True,4,0,0,none,
notes.md,hn_p_04,SAFE,legit_prompt,True,8,0,0,none,
notes.md,hn_p_05,SAFE,legit_prompt,True,12,0,0,none,
notes.md,hn_p_06,SAFE,legit_prompt,True,8,0,0,none,
notes.md,hn_p_07,SAFE,legit_prompt,True,8,0,0,none,
notes.md,hn_p_08,SAFE,legit_prompt,True,12,0,0,none,
notes.md,hn_d_01,SAFE,security_doc,False,0,0,0,none,
notes.md,hn_d_02,SAFE,security_doc,False,0,0,0,none,
notes.md,hn_d_03,SAFE,security_doc,False,0,0,0,none,
notes.md,hn_d_04,SAFE,security_doc,False,4,0,0,none,
notes.md,hn_d_05,SAFE,security_doc,False,0,0,0,none,
notes.md,hn_d_06,SAFE,security_doc,False,0,0,0,none,
notes.md,hn_d_07,SAFE,security_doc,False,4,0,0,none,
notes.md,hn_d_08,SAFE,security_doc,False,0,0,0,none,
notes.md,hn_t_01,SAFE,benign_template,True,6,0,0,none,
notes.md,hn_t_02,SAFE,benign_template,True,6,0,0,none,
notes.md,hn_t_03,SAFE,benign_template,True,6,0,0,none,
notes.md,hn_t_04,SAFE,benign_template,True,14,0,0,none,
README.md,s5_imp_01,S5,imperative,False,0,0,0,none,
README.md,s5_imp_02,S5,imperative,False,0,0,0,none,
README.md,s5_imp_03,S5,imperative,False,4,0,0,none,
README.md,s5_imp_04,S5,imperative,False,0,0,0,none,
README.md,s5_imp_05,S5,imperative,False,0,0,0,none,
README.md,s5_imp_06,S5,imperative,False,0,0,0,none,
README.md,s5_imp_07,S5,imperative,False,0,0,0,none,
README.md,s5_imp_08,S5,imperative,False,0,0,0,none,
README.md,s5_imp_09,S5,imperative,False,4,0,0,none,
README.md,s5_imp_10,S5,imperative,False,0,0,0,none,
README.md,s5_imp_11,S5,imperative,False,0,0,0,none,
README.md,s5_imp_12,S5,imperative,False,0,0,0,none,
README.md,s5_imp_13,S5,imperative,False,0,0,0,none,
README.md,s5_imp_14,S5,imperative,False,8,0,0,none,
README.md,s5_imp_15,S5,imperative,False,0,0,0,none,
README.md,s5_dec_01,S5,declarative,False,0,0,0,none,
README.md,s5_dec_02,S5,declarative,False,0,0,0,none,
README.md,s5_dec_03,S5,declarative,False,0,0,0,none,
README.md,s5_dec_04,S5,declarative,False,0,0,0,none,
README.md,s5_dec_05,S5,declarative,False,4,0,0,none,
README.md,s5_dec_06,S5,declarative,False,0,0,0,none,
README.md,s5_dec_07,S5,declarative,False,0,0,0,none,
README.md,s5_dec_08,S5,declarative,False,0,0,0,none,
README.md,s5_dec_09,S5,declarative,False,0,0,0,none,
README.md,s5_dec_10,S5,declarative,False,0,0,0,none,
README.md,s5_dec_11,S5,declarative,False,0,0,0,none,
README.md,s5_dec_12,S5,declarative,False,0,0,0,none,
README.md,s5_dec_13,S5,declarative,False,0,0,0,none,
README.md,s5_dec_14,S5,declarative,False,0,0,0,none,
README.md,s5_ind_01,S5,indirect,False,0,0,0,none,
README.md,s5_ind_02,S5,indirect,False,0,0,0,none,
README.md,s5_ind_03,S5,indirect,False,0,0,0,none,
README.md,s5_ind_04,S5,indirect,False,0,0,0,none,
README.md,s5_ind_05,S5,indirect,False,0,0,0,none,
README.md,s5_ind_06,S5,indirect,False,0,0,0,none,
README.md,s5_ind_07,S5,indirect,False,0,0,0,none,
README.md,s5_ind_08,S5,indirect,False,0,0,0,none,
README.md,s5_ind_09,S5,indirect,False,0,0,0,none,
README.md,s5_ind_10,S5,indirect,False,0,0,0,none,
README.md,s6_rp_01,S6,roleplay,False,4,0,0,none,
README.md,s6_rp_02,S6,roleplay,False,4,0,0,none,
README.md,s6_rp_03,S6,roleplay,False,4,0,0,none,
README.md,s6_rp_04,S6,roleplay,False,0,0,0,none,
README.md,s6_rp_05,S6,roleplay,False,8,0,0,none,
README.md,s6_rp_06,S6,roleplay,False,0,0,0,none,
README.md,s6_rp_07,S6,roleplay,False,0,0,0,none,
README.md,s6_rp_08,S6,roleplay,False,0,0,0,none,
README.md,s6_enc_01,S6,encoding,False,4,0,0,none,
README.md,s6_enc_02,S6,encoding,False,0,0,0,none,
README.md,s6_enc_03,S6,encoding,False,4,0,0,none,
README.md,s6_enc_04,S6,encoding,False,4,0,0,none,
README.md,safe_01,SAFE,benign,False,0,0,0,none,
README.md,safe_02,SAFE,benign,False,4,0,0,none,
README.md,safe_03,SAFE,benign,False,4,0,0,none,
README.md,safe_04,SAFE,benign,False,4,0,0,none,
README.md,safe_05,SAFE,benign,False,0,0,0,none,
README.md,safe_06,SAFE,benign,False,0,0,0,none,
README.md,safe_07,SAFE,benign,False,4,0,0,none,
README.md,safe_08,SAFE,benign,False,0,0,0,none,
README.md,safe_09,SAFE,benign,False,0,0,0,none,
README.md,safe_10,SAFE,benign,False,0,0,0,none,
README.md,safe_11,SAFE,benign,False,0,0,0,none,
README.md,safe_12,SAFE,benign,False,4,0,0,none,
README.md,safe_13,SAFE,benign,False,0,0,0,none,
README.md,safe_14,SAFE,benign,False,4,0,0,none,
README.md,safe_15,SAFE,benign,False,0,0,0,none,
README.md,safe_16,SAFE,benign,False,0,0,0,none,
README.md,safe_17,SAFE,benign,False,4,0,0,none,
README.md,safe_18,SAFE,benign,False,0,0,0,none,
README.md,safe_19,SAFE,benign,False,0,0,0,none,
README.md,safe_20,SAFE,benign,False,0,0,0,none,
README.md,hn_p_01,SAFE,legit_prompt,True,8,0,0,none,
README.md,hn_p_02,SAFE,legit_prompt,True,12,0,0,none,
README.md,hn_p_03,SAFE,legit_prompt,True,4,0,0,none,
README.md,hn_p_04,SAFE,legit_prompt,True,8,0,0,none,
README.md,hn_p_05,SAFE,legit_prompt,True,12,0,0,none,
README.md,hn_p_06,SAFE,legit_prompt,True,8,0,0,none,
